City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Upata,VE,8.0086,-62.3989,82.06,50,91,6.11,overcast clouds
459,Yuty,PY,-26.6,-56.25,90.97,46,75,12.71,broken clouds
460,Usinsk,RU,65.9939,57.5281,-1.34,99,100,2.17,overcast clouds
461,Kholodnyy,RU,62.7167,147.95,-29.38,100,87,2.1,overcast clouds
462,Semey,KZ,50.4111,80.2275,18.07,77,90,13.71,overcast clouds
463,Lumeje,AO,-11.55,20.7833,71.62,75,100,5.75,overcast clouds
464,Villa Bruzual,VE,9.3328,-69.1208,92.41,32,53,5.08,broken clouds
465,Axim,GH,4.8699,-2.2405,81.36,78,100,7.56,overcast clouds
466,Yerbogachen,RU,61.2767,108.0108,-13.63,98,100,4.76,light snow
467,Huizhou,CN,23.0833,114.4,59.22,89,5,2.48,clear sky
468,Chkalovskoye,RU,44.8392,133.0436,-2.72,91,61,7.58,broken clouds
469,Constitucion,CL,-35.3333,-72.4167,68.76,72,21,13.4,few clouds
470,Sikonge,TZ,-5.6333,32.7667,64.62,94,100,2.48,moderate rain
471,Hay River,CA,60.8156,-115.7999,-26.07,99,100,9.15,overcast clouds
472,Nioro,GM,13.35,-15.75,84.49,11,73,7.05,broken clouds
473,Cartagena,CO,10.3997,-75.5144,84.29,67,100,13.67,overcast clouds
474,West Wendover,US,40.7391,-114.0733,22.21,58,1,3.44,clear sky
475,Lincoln,US,40.8,-96.667,41.14,60,1,5.01,clear sky
476,Charagua,BO,-19.8,-63.2167,101.28,24,0,8.55,clear sky
477,Seymchan,RU,62.8833,152.4333,-34.67,100,77,0.18,broken clouds
478,Olavarria,AR,-36.8927,-60.3225,98.1,12,31,10.69,scattered clouds
479,Maningrida,AU,-12.0667,134.2667,81.07,79,100,7.18,overcast clouds
480,Yerofey Pavlovich,RU,53.9667,121.9667,-23.89,95,5,3.09,clear sky
481,Yar-Sale,RU,66.8333,70.8333,-4.0,98,100,17.56,light snow
482,Touros,BR,-5.1989,-35.4608,85.1,67,94,13.62,light rain
483,Siauliai,LT,55.9333,23.3167,39.22,100,90,6.91,overcast clouds
484,Kempsey,AU,-31.0833,152.8333,69.75,96,100,3.0,overcast clouds
485,Fortuna Foothills,US,32.6578,-114.4119,58.21,23,1,4.0,clear sky
486,La Romana,DO,18.4273,-68.9728,82.29,63,57,12.55,broken clouds
487,Tomatlan,MX,19.9333,-105.25,90.16,41,0,7.14,clear sky
488,Valparaiso,CL,-33.0393,-71.6273,86.23,46,0,17.27,clear sky
489,Rozkishne,UA,48.5074,39.3004,36.9,99,100,16.17,overcast clouds
490,Cam Ranh,VN,11.9214,109.1591,75.16,69,75,14.97,broken clouds
491,Wheeling,US,42.1392,-87.929,23.9,47,1,1.99,clear sky
492,Mount Isa,AU,-20.7333,139.5,74.97,94,100,2.3,overcast clouds
493,Luganville,VU,-15.5333,167.1667,78.62,84,96,3.4,overcast clouds
494,Kampot,KH,10.6167,104.1833,73.45,74,97,5.73,overcast clouds
495,Acapulco,MX,16.8634,-99.8901,84.02,70,1,6.91,clear sky
496,Maridi,SS,4.9158,29.4742,75.38,30,90,4.5,overcast clouds
497,Shu,KZ,43.5983,73.7614,34.05,80,100,4.61,overcast clouds
498,Coos Bay,US,43.3665,-124.2179,47.93,100,100,1.01,overcast clouds
499,Geraldton,AU,-28.7667,114.6,70.21,88,90,13.8,overcast clouds
500,Porto Walter,BR,-8.2686,-72.7439,90.09,46,100,4.41,overcast clouds
501,Hofn,IS,64.2539,-15.2082,28.42,64,20,25.32,few clouds
502,Yartsevo,RU,55.0667,32.6964,13.44,98,100,2.46,overcast clouds
503,Galveston,US,29.3669,-94.9669,52.0,42,1,1.99,clear sky
504,Tondano,ID,1.3038,124.9112,68.09,95,100,2.44,overcast clouds
505,San Policarpo,PH,12.1791,125.5072,78.08,78,100,16.33,overcast clouds
506,Emerald,AU,-23.5333,148.1667,78.87,40,6,6.44,clear sky
507,Saint-Pierre,RE,-21.3393,55.4781,77.29,65,0,0.0,clear sky
508,Houma,US,29.5958,-90.7195,48.99,54,1,10.36,clear sky
509,Ambilobe,MG,-13.2,49.05,76.55,92,100,2.21,light rain
510,Lampang,TH,18.3333,99.5,71.6,60,0,0.65,clear sky
511,Porto Seguro,BR,-16.4497,-39.0647,82.92,74,20,14.97,few clouds
512,Labuhan,ID,-6.8844,112.2051,77.05,82,100,9.66,overcast clouds
513,Tecate,MX,32.5667,-116.6333,61.9,32,0,4.14,clear sky
514,Nelson Bay,AU,-32.7167,152.15,73.99,83,100,1.01,overcast clouds
515,Lasa,IT,46.6166,10.7002,36.34,74,81,2.86,broken clouds
516,Lagoa,PT,39.05,-27.9833,56.64,55,5,11.9,clear sky
517,Umm Kaddadah,SD,13.6017,26.6876,60.82,34,1,15.1,clear sky
518,Ust-Maya,RU,60.4167,134.5333,-34.67,100,100,1.16,overcast clouds
519,Sarahan,IN,31.5167,77.8,38.43,48,100,8.48,overcast clouds
520,Puri,IN,19.8,85.85,59.52,60,4,6.42,clear sky
521,Tabas,IR,33.5959,56.9244,50.94,66,93,2.53,overcast clouds
522,Nalut,LY,30.3333,10.85,55.49,46,0,6.91,clear sky
523,Plouzane,FR,48.3833,-4.6167,50.09,100,90,2.3,moderate rain
524,Leh,IN,34.1667,77.5833,12.24,76,95,2.71,overcast clouds
525,Tromso,NO,69.6496,18.957,24.82,63,0,1.99,clear sky
526,Praia,CV,14.9215,-23.5087,74.5,61,95,11.72,overcast clouds
527,Capitan Bado,PY,-23.2667,-55.5333,68.18,95,100,3.24,light rain
528,Warrington,GB,53.3925,-2.5802,48.87,82,40,3.0,scattered clouds
529,Itoman,JP,26.1247,127.6694,60.82,77,75,1.14,broken clouds
530,Fairlie,GB,55.756,-4.8556,37.31,86,80,10.09,broken clouds
531,Nuuk,GL,64.1835,-51.7216,25.41,100,90,4.61,snow
532,Gawler,AU,-34.6,138.7333,59.23,77,0,5.73,clear sky
533,Teguldet,RU,57.3064,88.1667,15.39,92,100,5.79,overcast clouds
534,Mehamn,NO,71.0357,27.8492,15.71,65,100,16.08,overcast clouds
535,Ler,SS,8.3018,30.1418,80.02,23,100,8.23,overcast clouds
536,Raga,SS,8.4596,25.678,74.01,29,96,4.18,overcast clouds
537,Otane,NZ,-39.8833,176.6333,63.39,79,99,3.02,overcast clouds
538,Qaqortoq,GL,60.7167,-46.0333,39.7,74,100,11.79,overcast clouds
539,Bibiani,GH,6.4635,-2.3194,80.31,55,89,1.54,overcast clouds
540,Bhadasar,IN,28.2833,74.3167,61.25,24,21,6.87,few clouds
541,Ternate,ID,0.8,127.4,78.67,85,100,11.54,overcast clouds
542,Hovd,MN,48.0056,91.6419,-3.95,84,42,2.17,scattered clouds
543,Jadu,LY,31.953,12.0261,49.98,68,0,1.19,clear sky
544,Oksfjord,NO,70.2396,22.3479,24.98,89,100,14.7,overcast clouds
545,Ugoofaaru,MV,5.6667,73.0,82.18,74,49,10.42,scattered clouds
546,Darhan,MN,49.4867,105.9228,-7.56,94,7,4.41,clear sky
547,Khem Karan,IN,31.1428,74.5667,57.29,37,100,9.8,overcast clouds
548,Margate,GB,51.3813,1.3862,50.88,84,100,1.99,overcast clouds
549,Batemans Bay,AU,-35.7167,150.1833,69.19,95,54,3.02,broken clouds
550,Voyvozh,RU,62.892,54.9635,1.74,98,100,1.95,overcast clouds
551,Fonte Boa,BR,-2.4959,-66.2662,89.89,52,100,3.42,overcast clouds
552,Phan Thiet,VN,10.9333,108.1,72.79,80,100,5.17,overcast clouds
553,Aswan,EG,24.0934,32.907,60.48,55,0,8.88,clear sky
554,Harper,LR,4.375,-7.7169,79.74,79,59,6.62,broken clouds
555,Berdigestyakh,RU,62.0989,126.6992,-43.47,100,89,1.95,overcast clouds
556,Iwaki,JP,37.05,140.8833,35.76,79,59,5.06,broken clouds
557,Warrnambool,AU,-38.3833,142.4833,58.8,72,76,14.34,broken clouds
558,Waipawa,NZ,-41.4122,175.5153,65.93,71,100,4.72,overcast clouds
559,Isabela,PH,6.7085,121.9711,77.7,83,100,3.2,overcast clouds
560,Oyama,JP,36.3,139.8,41.59,57,2,2.8,clear sky
561,Pangnirtung,CA,66.1451,-65.7125,9.93,78,100,8.12,overcast clouds
562,Leningradskiy,RU,69.3833,178.4167,31.55,72,100,10.8,overcast clouds
563,Suntar,RU,62.1444,117.6319,-40.29,100,79,2.44,broken clouds
564,Savalou,BJ,7.9281,1.9756,88.63,16,98,1.86,overcast clouds
565,Wangqing,CN,43.3218,129.7634,1.92,81,5,6.31,clear sky
566,Winona,US,43.9666,-91.7668,26.19,67,1,3.44,clear sky
567,Birobidzhan,RU,48.8,132.95,-24.5,95,14,3.62,few clouds
568,Salento,CO,4.6375,-75.5703,69.13,85,100,3.13,overcast clouds
569,Miri,MY,4.4148,114.0089,75.6,92,67,3.22,light rain
570,Roanoke Rapids,US,36.4615,-77.6542,34.21,100,90,14.97,snow
571,Half Moon Bay,US,37.4636,-122.4286,55.78,81,90,5.99,overcast clouds
572,General Pico,AR,-35.6566,-63.7568,96.51,19,53,5.86,broken clouds
573,Wundanyi,KE,-3.4019,38.364,64.58,72,8,5.48,clear sky
574,Avon,US,41.4517,-82.0354,29.14,71,90,1.99,light snow
575,Polyarnyy,RU,69.1989,33.4478,-14.33,100,100,6.73,overcast clouds
576,Esso,RU,55.9333,158.7,9.72,87,100,2.37,overcast clouds
577,Haines Junction,CA,60.7522,-137.5108,-17.9,98,100,3.71,overcast clouds
578,Port Lincoln,AU,-34.7333,135.8667,58.26,77,33,12.97,scattered clouds
579,Quelimane,MZ,-17.8786,36.8883,78.67,86,100,5.5,overcast clouds
580,Terra Santa,BR,-2.1042,-56.4869,82.78,80,89,3.44,overcast clouds
581,Urumqi,CN,43.801,87.6005,2.35,85,40,4.47,mist
582,Cap Malheureux,MU,-19.9842,57.6142,79.29,76,49,1.99,scattered clouds
583,Bondoukou,CI,8.0333,-2.8,82.53,19,58,3.74,broken clouds
584,Ankang,CN,32.68,109.0172,46.47,63,100,2.8,overcast clouds
585,Rongcheng,CN,30.634,117.8517,44.85,50,5,2.35,clear sky
586,Mogadishu,SO,2.0371,45.3438,78.87,88,2,16.98,clear sky
587,Taltal,CL,-25.4,-70.4833,70.54,67,16,7.36,few clouds
588,Porto Santo,PT,33.072,-16.3415,67.3,77,0,3.44,clear sky
589,Barguzin,RU,53.6167,109.6167,0.48,99,100,3.02,light snow
590,San Cristobal,VE,7.7669,-72.225,78.98,31,100,5.32,overcast clouds
591,Torres,BR,-29.3353,-49.7269,84.83,73,47,6.51,light rain
592,Teluknaga,ID,-6.0989,106.6381,78.19,88,20,5.01,few clouds
593,Kamareddi,IN,18.3167,78.35,64.92,59,8,3.96,clear sky
594,Nanga Eboko,CM,4.6833,12.3667,73.08,34,89,2.98,overcast clouds
595,Ada,US,43.4166,-116.1262,36.21,55,1,20.0,clear sky
596,Juneau,US,58.3019,-134.4197,15.85,75,40,21.85,scattered clouds
597,Leshukonskoye,RU,64.8989,45.7622,2.39,96,98,6.76,overcast clouds
598,Naica,MX,27.85,-105.4833,57.81,16,9,8.52,clear sky
599,Cabinda,AO,-5.55,12.2,78.91,86,100,6.31,overcast clouds
600,Huanren,CN,41.2647,125.3667,4.98,94,5,2.42,clear sky
601,Thaton,MM,16.9206,97.3714,71.65,73,0,2.13,clear sky
602,Guozhen,CN,34.3659,107.359,38.73,60,100,0.11,overcast clouds
603,Abu Kamal,SY,34.4506,40.9171,46.89,33,0,8.19,clear sky
604,Acari,PE,-15.4311,-74.6158,82.08,56,3,12.55,clear sky
605,Hammerfest,NO,70.6634,23.6821,24.53,86,90,20.71,light snow
606,Horta,PT,38.5333,-28.6333,56.84,58,20,8.05,few clouds
607,Estevan,CA,49.1334,-102.9842,7.14,78,40,13.8,scattered clouds
608,Gwanda,ZW,-20.9333,29.0,75.54,64,23,10.49,light rain
609,Tankhoy,RU,51.5528,105.1306,20.59,64,99,3.06,overcast clouds
610,Yuxia,CN,34.0615,108.6291,40.37,57,100,0.94,overcast clouds
611,Brive-La-Gaillarde,FR,45.25,1.5,50.41,97,95,2.82,overcast clouds
612,Port Macquarie,AU,-31.4333,152.9167,69.69,94,90,9.22,overcast clouds
613,Tornio,FI,65.8481,24.1466,12.22,93,100,12.88,overcast clouds
614,Santa Luzia,BR,-19.7697,-43.8514,76.1,84,100,4.76,overcast clouds
615,Price,US,39.5994,-110.8107,23.41,53,1,0.0,clear sky
616,Miandrivazo,MG,-19.5167,45.4667,82.62,68,53,4.9,broken clouds
617,Kungurtug,RU,50.5994,97.5228,-6.2,93,16,1.86,few clouds
618,Barcelona,ES,41.3888,2.159,60.15,78,20,11.5,few clouds
619,Hamilton,US,39.1834,-84.5333,34.36,60,1,1.01,clear sky
620,Madimba,TZ,-10.4,40.3333,81.5,80,93,9.84,overcast clouds
621,Iwanai,JP,42.9744,140.5089,18.88,69,100,22.26,overcast clouds
622,Vetluga,RU,57.8557,45.781,-8.43,100,83,4.16,broken clouds
623,Dicabisagan,PH,17.0818,122.4157,72.41,77,98,6.35,overcast clouds
624,Yenagoa,NG,4.9247,6.2642,82.44,70,33,7.63,scattered clouds
625,Ossora,RU,59.2353,163.0719,32.4,99,100,14.61,snow
626,Kavaratti,IN,10.5669,72.642,81.84,70,8,7.61,clear sky
627,Fort Nelson,CA,58.8053,-122.7002,-24.21,69,90,10.36,light snow
628,Filadelfia,US,39.9523,-75.1638,32.7,68,90,5.99,snow
629,Kolo,PL,52.2002,18.6387,44.24,81,95,17.4,overcast clouds
630,Kapoeta,SS,4.7717,33.5903,87.85,26,18,13.65,few clouds
631,Myitkyina,MM,25.3833,97.4,55.24,75,0,1.95,clear sky
632,Coihaique,CL,-45.5752,-72.0662,54.21,71,90,8.05,light intensity shower rain
633,Hare Bay,CA,48.8499,-54.0148,24.19,69,79,15.01,broken clouds
634,Lata,PT,40.1629,-8.3327,54.72,94,89,4.32,overcast clouds
635,Tatawin,TN,32.9297,10.4518,55.04,51,0,4.65,clear sky
636,Montepuez,MZ,-13.1256,38.9997,71.83,95,100,3.38,light rain
637,Betare Oya,CM,5.6,14.0833,77.47,27,85,2.95,overcast clouds
638,Constantine,DZ,36.365,6.6147,54.75,42,3,1.3,clear sky
639,Dzilam Gonzalez,MX,21.2833,-88.9333,73.09,70,100,11.3,overcast clouds
640,Biltine,TD,14.5333,20.9167,68.41,29,100,17.18,overcast clouds
641,Baykit,RU,61.67,96.37,-8.43,100,98,1.74,overcast clouds
642,Durango,MX,24.8333,-104.8333,61.48,21,0,3.24,clear sky
643,Ewa Beach,US,21.3156,-158.0072,71.55,89,90,0.0,light rain
644,San Javier,ES,37.8063,-0.8374,60.39,88,30,4.0,scattered clouds
645,Inongo,CD,-1.95,18.2667,75.36,84,100,5.23,light rain
646,Lisakovsk,KZ,52.5369,62.4936,12.27,89,14,13.51,few clouds
647,Palu,ID,-0.8917,119.8707,75.06,94,100,2.24,overcast clouds
648,Hailar,CN,49.2,119.7,-17.63,99,14,5.99,few clouds
649,Yarkovo,RU,57.4028,67.0786,25.11,96,100,10.33,snow
650,Fond Du Lac,US,43.775,-88.4388,23.45,53,1,14.97,clear sky
651,Griffith,US,41.5284,-87.4237,23.11,66,1,3.0,clear sky
652,Artyom,AZ,40.4723,50.333,39.34,62,13,6.58,few clouds
653,Aberdeen,GB,57.1437,-2.0981,36.5,76,4,11.5,clear sky
654,Inirida,CO,3.8653,-67.9239,91.54,39,31,2.26,scattered clouds
655,Saint-Louis,SN,16.3333,-15.0,77.83,11,80,8.41,broken clouds
656,Foxton,NZ,-40.4667,175.3,67.59,69,98,4.32,overcast clouds
657,Lorengau,PG,-2.0226,147.2712,81.61,76,100,11.32,overcast clouds
658,Siniscola,IT,40.5719,9.6922,54.95,87,4,8.1,clear sky
659,Obidos,BR,-1.9175,-55.5181,79.86,86,100,3.11,overcast clouds
660,Council Bluffs,US,41.2619,-95.8608,37.76,65,40,13.8,scattered clouds
661,Oudtshoorn,ZA,-33.5907,22.2014,65.17,71,100,7.14,overcast clouds
662,Vostok,RU,46.4856,135.8833,-13.29,99,100,3.29,overcast clouds
663,Karratha,AU,-20.7377,116.8463,85.05,44,46,13.44,scattered clouds
664,Bembereke,BJ,10.2283,2.6634,76.41,19,100,5.59,overcast clouds
665,Deputatskiy,RU,69.3,139.9,-24.18,98,100,4.56,overcast clouds
666,Along,IN,28.1667,94.7667,51.26,81,74,2.06,broken clouds
667,Sistranda,NO,63.7256,8.834,34.9,77,100,11.88,light snow
668,Dawei,MM,14.0833,98.2,70.92,69,100,4.65,overcast clouds
669,Havre-Saint-Pierre,CA,50.2334,-63.5986,9.5,62,10,14.12,clear sky
670,Rumphi,MW,-11.0186,33.8575,68.81,81,60,4.41,broken clouds
671,Mandurah,AU,-32.55,115.7,68.16,72,14,13.33,few clouds
672,Concarneau,FR,47.875,-3.9225,55.81,94,100,7.52,light rain
673,Magadi,IN,12.9667,77.2333,64.74,80,89,6.98,overcast clouds
674,Kailua,US,21.4022,-157.7394,71.58,97,100,8.79,overcast clouds
675,Varna,BG,43.2167,27.9167,55.24,80,0,8.05,clear sky
676,Odweyne,SO,9.4092,45.064,72.43,42,8,8.66,clear sky
677,Amapa,BR,1.0,-52.0,77.68,95,100,3.56,overcast clouds
678,Corrente,BR,-3.7367,-43.3394,78.49,82,100,3.98,moderate rain
679,Kobryn,BY,52.2138,24.3564,41.27,90,100,13.6,overcast clouds
680,Simojovel,MX,17.1391,-92.7103,64.06,100,100,4.18,overcast clouds
681,Cefalu,IT,38.0386,14.0229,57.88,81,100,1.99,overcast clouds
682,Nyrob,RU,60.733,56.7202,-3.69,100,98,1.48,overcast clouds
683,Khandyga,RU,62.6667,135.6,-42.09,100,100,2.82,overcast clouds
684,Bousso,TD,10.4795,16.7117,74.23,21,2,8.75,clear sky
685,Robertson,US,36.5167,-86.8667,35.04,76,90,0.0,overcast clouds
686,Ndioum,SN,16.5129,-14.6471,79.84,11,12,9.66,few clouds
687,Manakara,MG,-22.1333,48.0167,76.42,82,45,2.59,scattered clouds
688,Akranes,IS,64.3218,-22.0749,23.56,84,16,10.38,few clouds
